 dec64_u.dat	dec64_v.dat	31
 jan65_u.dat	jan65_v.dat	31
 feb65_u.dat	feb65_v.dat	28
 mar65_u.dat	mar65_v.dat	31
 apr65_u.dat	apr65_v.dat	30
 may65_u.dat	may65_v.dat	31
 jun65_u.dat	jun65_v.dat	30
 jul65_u.dat	jul65_v.dat	31
 aug65_u.dat	aug65_v.dat	31
 sep65_u.dat	sep65_v.dat	30
 oct65_u.dat	oct65_v.dat	31
 nov65_u.dat	nov65_v.dat	30
 dec65_u.dat	dec65_v.dat	31
 jan66_u.dat	jan66_v.dat	31
 feb66_u.dat	feb66_v.dat	28
 mar66_u.dat	mar66_v.dat	31
 apr66_u.dat	apr66_v.dat	30
 may66_u.dat	may66_v.dat	31
 jun66_u.dat	jun66_v.dat	30
 jul66_u.dat	jul66_v.dat	31
 aug66_u.dat	aug66_v.dat	31
 sep66_u.dat	sep66_v.dat	30
 oct66_u.dat	oct66_v.dat	31
 nov66_u.dat	nov66_v.dat	30
 dec66_u.dat	dec66_v.dat	31
 jan67_u.dat	jan67_v.dat	31
 feb67_u.dat	feb67_v.dat	28
 mar67_u.dat	mar67_v.dat	31
 apr67_u.dat	apr67_v.dat	30
 may67_u.dat	may67_v.dat	31
 jun67_u.dat	jun67_v.dat	30
 jul67_u.dat	jul67_v.dat	31
 aug67_u.dat	aug67_v.dat	31
 sep67_u.dat	sep67_v.dat	30
 oct67_u.dat	oct67_v.dat	31
 nov67_u.dat	nov67_v.dat	30
 dec67_u.dat	dec67_v.dat	31
 jan68_u.dat	jan68_v.dat	31
 feb68_u.dat	feb68_v.dat	29
 mar68_u.dat	mar68_v.dat	31
 apr68_u.dat	apr68_v.dat	30
 may68_u.dat	may68_v.dat	31
 jun68_u.dat	jun68_v.dat	30
 jul68_u.dat	jul68_v.dat	31
 aug68_u.dat	aug68_v.dat	31
 sep68_u.dat	sep68_v.dat	30
 oct68_u.dat	oct68_v.dat	31
 nov68_u.dat	nov68_v.dat	30
 dec68_u.dat	dec68_v.dat	31
 jan69_u.dat	jan69_v.dat	31
 feb69_u.dat	feb69_v.dat	28
 mar69_u.dat	mar69_v.dat	31
 apr69_u.dat	apr69_v.dat	30
 may69_u.dat	may69_v.dat	31
 jun69_u.dat	jun69_v.dat	30
 jul69_u.dat	jul69_v.dat	31
 aug69_u.dat	aug69_v.dat	31
 sep69_u.dat	sep69_v.dat	30
 oct69_u.dat	oct69_v.dat	31
 nov69_u.dat	nov69_v.dat	30
 dec69_u.dat	dec69_v.dat	31
 jan70_u.dat	jan70_v.dat	31
 feb70_u.dat	feb70_v.dat	28
 mar70_u.dat	mar70_v.dat	31
 apr70_u.dat	apr70_v.dat	30
 may70_u.dat	may70_v.dat	31
 jun70_u.dat	jun70_v.dat	30
 jul70_u.dat	jul70_v.dat	31
 aug70_u.dat	aug70_v.dat	31
 sep70_u.dat	sep70_v.dat	30
 oct70_u.dat	oct70_v.dat	31
 nov70_u.dat	nov70_v.dat	30
 dec70_u.dat	dec70_v.dat	31
 jan71_u.dat	jan71_v.dat	31
 feb71_u.dat	feb71_v.dat	28
 mar71_u.dat	mar71_v.dat	31
 apr71_u.dat	apr71_v.dat	30
 may71_u.dat	may71_v.dat	31
 jun71_u.dat	jun71_v.dat	30
 jul71_u.dat	jul71_v.dat	31
 aug71_u.dat	aug71_v.dat	31
 sep71_u.dat	sep71_v.dat	30
 oct71_u.dat	oct71_v.dat	31
 nov71_u.dat	nov71_v.dat	30
 dec71_u.dat	dec71_v.dat	31
 jan72_u.dat	jan72_v.dat	31
 feb72_u.dat	feb72_v.dat	29
 mar72_u.dat	mar72_v.dat	31
 apr72_u.dat	apr72_v.dat	30
 may72_u.dat	may72_v.dat	31
 jun72_u.dat	jun72_v.dat	30
 jul72_u.dat	jul72_v.dat	31
 aug72_u.dat	aug72_v.dat	31
 sep72_u.dat	sep72_v.dat	30
 oct72_u.dat	oct72_v.dat	31
 nov72_u.dat	nov72_v.dat	30
 dec72_u.dat	dec72_v.dat	31
 jan73_u.dat	jan73_v.dat	31
 feb73_u.dat	feb73_v.dat	28
 mar73_u.dat	mar73_v.dat	31
 apr73_u.dat	apr73_v.dat	30
 may73_u.dat	may73_v.dat	31
 jun73_u.dat	jun73_v.dat	30
 jul73_u.dat	jul73_v.dat	31
 aug73_u.dat	aug73_v.dat	31
 sep73_u.dat	sep73_v.dat	30
 oct73_u.dat	oct73_v.dat	31
 nov73_u.dat	nov73_v.dat	30
 dec73_u.dat	dec73_v.dat	31
 jan74_u.dat	jan74_v.dat	31
 feb74_u.dat	feb74_v.dat	28
 mar74_u.dat	mar74_v.dat	31
 apr74_u.dat	apr74_v.dat	30
 may74_u.dat	may74_v.dat	31
 jun74_u.dat	jun74_v.dat	30
 jul74_u.dat	jul74_v.dat	31
 aug74_u.dat	aug74_v.dat	31
 sep74_u.dat	sep74_v.dat	30
 oct74_u.dat	oct74_v.dat	31
 nov74_u.dat	nov74_v.dat	30
 dec74_u.dat	dec74_v.dat	31
 jan75_u.dat	jan75_v.dat	31
 feb75_u.dat	feb75_v.dat	28
 mar75_u.dat	mar75_v.dat	31
 apr75_u.dat	apr75_v.dat	30
 may75_u.dat	may75_v.dat	31
 jun75_u.dat	jun75_v.dat	30
 jul75_u.dat	jul75_v.dat	31
 aug75_u.dat	aug75_v.dat	31
 sep75_u.dat	sep75_v.dat	30
 oct75_u.dat	oct75_v.dat	31
 nov75_u.dat	nov75_v.dat	30
 dec75_u.dat	dec75_v.dat	31
 jan76_u.dat	jan76_v.dat	31
 feb76_u.dat	feb76_v.dat	29
 mar76_u.dat	mar76_v.dat	31
 apr76_u.dat	apr76_v.dat	30
 may76_u.dat	may76_v.dat	31
 jun76_u.dat	jun76_v.dat	30
 jul76_u.dat	jul76_v.dat	31
 aug76_u.dat	aug76_v.dat	31
 sep76_u.dat	sep76_v.dat	30
 oct76_u.dat	oct76_v.dat	31
 nov76_u.dat	nov76_v.dat	30
 dec76_u.dat	dec76_v.dat	31
 jan77_u.dat	jan77_v.dat	31
 feb77_u.dat	feb77_v.dat	28
 mar77_u.dat	mar77_v.dat	31
 apr77_u.dat	apr77_v.dat	30
 may77_u.dat	may77_v.dat	31
 jun77_u.dat	jun77_v.dat	30
 jul77_u.dat	jul77_v.dat	31
 aug77_u.dat	aug77_v.dat	31
 sep77_u.dat	sep77_v.dat	30
 oct77_u.dat	oct77_v.dat	31
 nov77_u.dat	nov77_v.dat	30
 dec77_u.dat	dec77_v.dat	31
 jan78_u.dat	jan78_v.dat	31
 feb78_u.dat	feb78_v.dat	28
 mar78_u.dat	mar78_v.dat	31
 apr78_u.dat	apr78_v.dat	30
 may78_u.dat	may78_v.dat	31
 jun78_u.dat	jun78_v.dat	30
 jul78_u.dat	jul78_v.dat	31
 aug78_u.dat	aug78_v.dat	31
 sep78_u.dat	sep78_v.dat	30
 oct78_u.dat	oct78_v.dat	31
 nov78_u.dat	nov78_v.dat	30
 dec78_u.dat	dec78_v.dat	31
 jan79_u.dat	jan79_v.dat	31
 feb79_u.dat	feb79_v.dat	28
 mar79_u.dat	mar79_v.dat	31
 apr79_u.dat	apr79_v.dat	30
 may79_u.dat	may79_v.dat	31
 jun79_u.dat	jun79_v.dat	30
 jul79_u.dat	jul79_v.dat	31
 aug79_u.dat	aug79_v.dat	31
 sep79_u.dat	sep79_v.dat	30
 oct79_u.dat	oct79_v.dat	31
 nov79_u.dat	nov79_v.dat	30
 dec79_u.dat	dec79_v.dat	31
 jan80_u.dat	jan80_v.dat	31
 feb80_u.dat	feb80_v.dat	29
 mar80_u.dat	mar80_v.dat	31
 apr80_u.dat	apr80_v.dat	30
 may80_u.dat	may80_v.dat	31
 jun80_u.dat	jun80_v.dat	30
 jul80_u.dat	jul80_v.dat	31
 aug80_u.dat	aug80_v.dat	31
 sep80_u.dat	sep80_v.dat	30
 oct80_u.dat	oct80_v.dat	31
 nov80_u.dat	nov80_v.dat	30
 dec80_u.dat	dec80_v.dat	31
 jan81_u.dat	jan81_v.dat	31
 feb81_u.dat	feb81_v.dat	28
 mar81_u.dat	mar81_v.dat	31
 apr81_u.dat	apr81_v.dat	30
 may81_u.dat	may81_v.dat	31
 jun81_u.dat	jun81_v.dat	30
 jul81_u.dat	jul81_v.dat	31
 aug81_u.dat	aug81_v.dat	31
 sep81_u.dat	sep81_v.dat	30
 oct81_u.dat	oct81_v.dat	31
 nov81_u.dat	nov81_v.dat	30
 dec81_u.dat	dec81_v.dat	31
 jan82_u.dat	jan82_v.dat	31
 feb82_u.dat	feb82_v.dat	28
 mar82_u.dat	mar82_v.dat	31
 apr82_u.dat	apr82_v.dat	30
 may82_u.dat	may82_v.dat	31
 jun82_u.dat	jun82_v.dat	30
 jul82_u.dat	jul82_v.dat	31
 aug82_u.dat	aug82_v.dat	31
 sep82_u.dat	sep82_v.dat	30
 oct82_u.dat	oct82_v.dat	31
 nov82_u.dat	nov82_v.dat	30
 dec82_u.dat	dec82_v.dat	31
 jan83_u.dat	jan83_v.dat	31
 feb83_u.dat	feb83_v.dat	28
 mar83_u.dat	mar83_v.dat	31
 apr83_u.dat	apr83_v.dat	30
 may83_u.dat	may83_v.dat	31
 jun83_u.dat	jun83_v.dat	30
 jul83_u.dat	jul83_v.dat	31
 aug83_u.dat	aug83_v.dat	31
 sep83_u.dat	sep83_v.dat	30
 oct83_u.dat	oct83_v.dat	31
 nov83_u.dat	nov83_v.dat	30
 dec83_u.dat	dec83_v.dat	31
 jan84_u.dat	jan84_v.dat	31
 feb84_u.dat	feb84_v.dat	29
 mar84_u.dat	mar84_v.dat	31
 apr84_u.dat	apr84_v.dat	30
 may84_u.dat	may84_v.dat	31
 jun84_u.dat	jun84_v.dat	30
 jul84_u.dat	jul84_v.dat	31
 aug84_u.dat	aug84_v.dat	31
 sep84_u.dat	sep84_v.dat	30
 oct84_u.dat	oct84_v.dat	31
 nov84_u.dat	nov84_v.dat	30
 dec84_u.dat	dec84_v.dat	31
 jan85_u.dat	jan85_v.dat	31
 feb85_u.dat	feb85_v.dat	28
 mar85_u.dat	mar85_v.dat	31
 apr85_u.dat	apr85_v.dat	30
 may85_u.dat	may85_v.dat	31
 jun85_u.dat	jun85_v.dat	30
 jul85_u.dat	jul85_v.dat	31
 aug85_u.dat	aug85_v.dat	31
 sep85_u.dat	sep85_v.dat	30
 oct85_u.dat	oct85_v.dat	31
 nov85_u.dat	nov85_v.dat	30
 dec85_u.dat	dec85_v.dat	31
 jan86_u.dat	jan86_v.dat	31
 feb86_u.dat	feb86_v.dat	28
 mar86_u.dat	mar86_v.dat	31
 apr86_u.dat	apr86_v.dat	30
 may86_u.dat	may86_v.dat	31
 jun86_u.dat	jun86_v.dat	30
 jul86_u.dat	jul86_v.dat	31
 aug86_u.dat	aug86_v.dat	31
 sep86_u.dat	sep86_v.dat	30
 oct86_u.dat	oct86_v.dat	31
 nov86_u.dat	nov86_v.dat	30
 dec86_u.dat	dec86_v.dat	31
 jan87_u.dat	jan87_v.dat	31
 feb87_u.dat	feb87_v.dat	28
 mar87_u.dat	mar87_v.dat	31
 apr87_u.dat	apr87_v.dat	30
 may87_u.dat	may87_v.dat	31
 jun87_u.dat	jun87_v.dat	30
 jul87_u.dat	jul87_v.dat	31
 aug87_u.dat	aug87_v.dat	31
 sep87_u.dat	sep87_v.dat	30
 oct87_u.dat	oct87_v.dat	31
 nov87_u.dat	nov87_v.dat	30
 dec87_u.dat	dec87_v.dat	31
 jan88_u.dat	jan88_v.dat	31
 feb88_u.dat	feb88_v.dat	29
 mar88_u.dat	mar88_v.dat	31
 apr88_u.dat	apr88_v.dat	30
 may88_u.dat	may88_v.dat	31
 jun88_u.dat	jun88_v.dat	30
 jul88_u.dat	jul88_v.dat	31
 aug88_u.dat	aug88_v.dat	31
 sep88_u.dat	sep88_v.dat	30
 oct88_u.dat	oct88_v.dat	31
 nov88_u.dat	nov88_v.dat	30
 dec88_u.dat	dec88_v.dat	31
 jan89_u.dat	jan89_v.dat	31
 feb89_u.dat	feb89_v.dat	28
 mar89_u.dat	mar89_v.dat	31
 apr89_u.dat	apr89_v.dat	30
 may89_u.dat	may89_v.dat	31
 jun89_u.dat	jun89_v.dat	30
 jul89_u.dat	jul89_v.dat	31
 aug89_u.dat	aug89_v.dat	31
 sep89_u.dat	sep89_v.dat	30
 oct89_u.dat	oct89_v.dat	31
 nov89_u.dat	nov89_v.dat	30
 dec89_u.dat	dec89_v.dat	31
 jan90_u.dat	jan90_v.dat	31
 feb90_u.dat	feb90_v.dat	28
 mar90_u.dat	mar90_v.dat	31
 apr90_u.dat	apr90_v.dat	30
 may90_u.dat	may90_v.dat	31
 jun90_u.dat	jun90_v.dat	30
 jul90_u.dat	jul90_v.dat	31
 aug90_u.dat	aug90_v.dat	31
 sep90_u.dat	sep90_v.dat	30
 oct90_u.dat	oct90_v.dat	31
 nov90_u.dat	nov90_v.dat	30
 dec90_u.dat	dec90_v.dat	31
 jan91_u.dat	jan91_v.dat	31
 feb91_u.dat	feb91_v.dat	28
 mar91_u.dat	mar91_v.dat	31
 apr91_u.dat	apr91_v.dat	30
 may91_u.dat	may91_v.dat	31
 jun91_u.dat	jun91_v.dat	30
 jul91_u.dat	jul91_v.dat	31
 aug91_u.dat	aug91_v.dat	31
 sep91_u.dat	sep91_v.dat	30
 oct91_u.dat	oct91_v.dat	31
 nov91_u.dat	nov91_v.dat	30
 dec91_u.dat	dec91_v.dat	31
 jan92_u.dat	jan92_v.dat	31
 feb92_u.dat	feb92_v.dat	29
 mar92_u.dat	mar92_v.dat	31
 apr92_u.dat	apr92_v.dat	30
 may92_u.dat	may92_v.dat	31
 jun92_u.dat	jun92_v.dat	30
 jul92_u.dat	jul92_v.dat	31
 aug92_u.dat	aug92_v.dat	31
 sep92_u.dat	sep92_v.dat	30
 oct92_u.dat	oct92_v.dat	31
 nov92_u.dat	nov92_v.dat	30
 dec92_u.dat	dec92_v.dat	31
 jan93_u.dat	jan93_v.dat	31
 feb93_u.dat	feb93_v.dat	28
 mar93_u.dat	mar93_v.dat	31
 apr93_u.dat	apr93_v.dat	30
 may93_u.dat	may93_v.dat	31
 jun93_u.dat	jun93_v.dat	30
 jul93_u.dat	jul93_v.dat	31
 aug93_u.dat	aug93_v.dat	31
 sep93_u.dat	sep93_v.dat	30
 oct93_u.dat	oct93_v.dat	31
 nov93_u.dat	nov93_v.dat	30
 dec93_u.dat	dec93_v.dat	31
 jan94_u.dat	jan94_v.dat	31
 feb94_u.dat	feb94_v.dat	28
 mar94_u.dat	mar94_v.dat	31
 apr94_u.dat	apr94_v.dat	30
 may94_u.dat	may94_v.dat	31
 jun94_u.dat	jun94_v.dat	30
 jul94_u.dat	jul94_v.dat	31
 aug94_u.dat	aug94_v.dat	31
 sep94_u.dat	sep94_v.dat	30
 oct94_u.dat	oct94_v.dat	31
 nov94_u.dat	nov94_v.dat	30
 dec94_u.dat	dec94_v.dat	31
 jan95_u.dat	jan95_v.dat	31
 feb95_u.dat	feb95_v.dat	28
 mar95_u.dat	mar95_v.dat	31
 apr95_u.dat	apr95_v.dat	30
 may95_u.dat	may95_v.dat	31
 jun95_u.dat	jun95_v.dat	30
 jul95_u.dat	jul95_v.dat	31
 aug95_u.dat	aug95_v.dat	31
 sep95_u.dat	sep95_v.dat	30
 oct95_u.dat	oct95_v.dat	31
 nov95_u.dat	nov95_v.dat	30
 dec95_u.dat	dec95_v.dat	31
 jan96_u.dat	jan96_v.dat	31
 feb96_u.dat	feb96_v.dat	29
 mar96_u.dat	mar96_v.dat	31
 apr96_u.dat	apr96_v.dat	30
 may96_u.dat	may96_v.dat	31
 jun96_u.dat	jun96_v.dat	30
 jul96_u.dat	jul96_v.dat	31
 aug96_u.dat	aug96_v.dat	31
 sep96_u.dat	sep96_v.dat	30
 oct96_u.dat	oct96_v.dat	31
 nov96_u.dat	nov96_v.dat	30
 dec96_u.dat	dec96_v.dat	31
 jan97_u.dat	jan97_v.dat	31
 feb97_u.dat	feb97_v.dat	28
 mar97_u.dat	mar97_v.dat	31
 apr97_u.dat	apr97_v.dat	30
 may97_u.dat	may97_v.dat	31
 jun97_u.dat	jun97_v.dat	30
 jul97_u.dat	jul97_v.dat	31
 aug97_u.dat	aug97_v.dat	31
 sep97_u.dat	sep97_v.dat	30
 oct97_u.dat	oct97_v.dat	31
 nov97_u.dat	nov97_v.dat	30
 dec97_u.dat	dec97_v.dat	31
 jan98_u.dat	jan98_v.dat	31
 feb98_u.dat	feb98_v.dat	28
 mar98_u.dat	mar98_v.dat	31
 apr98_u.dat	apr98_v.dat	30
 may98_u.dat	may98_v.dat	31
 jun98_u.dat	jun98_v.dat	30
 jul98_u.dat	jul98_v.dat	31
 aug98_u.dat	aug98_v.dat	31
 sep98_u.dat	sep98_v.dat	30
 oct98_u.dat	oct98_v.dat	31
 nov98_u.dat	nov98_v.dat	30
 dec98_u.dat	dec98_v.dat	31
 jan99_u.dat	jan99_v.dat	31
 feb99_u.dat	feb99_v.dat	28
 mar99_u.dat	mar99_v.dat	31
 apr99_u.dat	apr99_v.dat	30
 may99_u.dat	may99_v.dat	31
 jun99_u.dat	jun99_v.dat	30
 jul99_u.dat	jul99_v.dat	31
 aug99_u.dat	aug99_v.dat	31
 sep99_u.dat	sep99_v.dat	30
 oct99_u.dat	oct99_v.dat	31
 nov99_u.dat	nov99_v.dat	30
 dec99_u.dat	dec99_v.dat	31
 jan00_u.dat	jan00_v.dat	31
 feb00_u.dat	feb00_v.dat	29
 mar00_u.dat	mar00_v.dat	31
 apr00_u.dat	apr00_v.dat	30
 may00_u.dat	may00_v.dat	31
 jun00_u.dat	jun00_v.dat	30
 jul00_u.dat	jul00_v.dat	31
 aug00_u.dat	aug00_v.dat	31
 sep00_u.dat	sep00_v.dat	30
 oct00_u.dat	oct00_v.dat	31
 nov00_u.dat	nov00_v.dat	30
 dec00_u.dat	dec00_v.dat	31
 jan01_u.dat	jan01_v.dat	31
 feb01_u.dat	feb01_v.dat	28
 mar01_u.dat	mar01_v.dat	31
 apr01_u.dat	apr01_v.dat	30
 may01_u.dat	may01_v.dat	31
 jun01_u.dat	jun01_v.dat	30
 jul01_u.dat	jul01_v.dat	31
